,name,year,selling_price,km_driven,transmission,owner,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer
929,Audi A4 30 TFSI Technology,2018.0,3100000.0,22000.0,0,0,False,False,False,True,True,False
930,Honda Amaze VX Diesel BSIV,2018.0,780000.0,25000.0,1,0,True,False,False,False,False,False
931,Toyota Corolla Altis 1.8 VL AT,2010.0,350000.0,80000.0,0,4,False,False,False,True,True,False
932,Honda Amaze VX Petrol BSIV,2018.0,690000.0,39000.0,1,0,False,False,False,True,False,False
933,Maruti Alto 800 VXI,2016.0,245000.0,60000.0,1,0,False,False,False,True,True,False
934,Honda Amaze VX Diesel BSIV,2018.0,790000.0,49000.0,1,0,True,False,False,False,False,False
935,Honda Amaze VX i-VTEC,2018.0,680000.0,48600.0,1,0,False,False,False,True,False,False
936,Hyundai Grand i10 Asta Option,2017.0,540000.0,20000.0,1,2,False,False,False,True,True,False
937,Mahindra KUV 100 mFALCON G80 K2,2016.0,425000.0,25000.0,1,0,False,False,False,True,True,False
938,Maruti Zen Estilo Sports,2008.0,140000.0,120000.0,1,0,False,False,False,True,True,False
939,Maruti Ertiga ZDI Plus,2019.0,1100000.0,30000.0,1,0,True,False,False,False,True,False
940,Renault Lodgy 85PS RxL,2015.0,715000.0,35000.0,1,0,True,False,False,False,True,False
941,Audi Q3 2.0 TDI Quattro Premium Plus,2015.0,1750000.0,127643.0,0,0,True,False,False,False,False,False
942,Tata Zest Revotron 1.2T XMS,2018.0,400000.0,54000.0,1,2,False,False,False,True,False,False
943,Audi A6 2.0 TDI  Design Edition,2014.0,1750000.0,102354.0,0,0,True,False,False,False,False,False
944,Audi Q5 2.0 TFSI Quattro Premium Plus,2014.0,1850000.0,62237.0,0,0,False,False,False,True,False,False
945,Hyundai Santro Xing XL eRLX Euro III,2005.0,114999.0,90000.0,1,2,False,False,False,True,False,False
946,Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,21394.0,1,0,True,False,False,False,False,False
947,Datsun GO T Petrol,2015.0,310000.0,32686.0,1,0,False,False,False,True,False,False
948,Mahindra Jeep CJ 500 DI,2006.0,575000.0,1001.0,1,0,True,False,False,False,False,False
949,Renault Pulse RxZ,2017.0,490000.0,22000.0,1,0,True,False,False,False,False,False
950,Hyundai Grand i10 Magna,2017.0,480000.0,53261.0,1,0,False,False,False,True,False,False
951,Land Rover Discovery Sport SD4 HSE Luxury,2016.0,3500000.0,53000.0,0,0,True,False,False,False,False,False
952,Renault KWID 1.0 RXT Optional,2018.0,370000.0,10000.0,1,0,False,False,False,True,False,False
953,Maruti Baleno Alpha 1.3,2017.0,835000.0,14000.0,1,0,True,False,False,False,False,False
954,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,650000.0,44000.0,1,0,False,False,False,True,False,False
955,Toyota Etios VD,2014.0,670000.0,39895.0,1,0,True,False,False,False,False,False
956,Chevrolet Cruze LTZ AT,2017.0,950000.0,73000.0,0,0,True,False,False,False,False,False
957,Honda City i-VTEC SV,2014.0,690000.0,17000.0,1,0,False,False,False,True,False,False
958,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,670000.0,18591.0,1,0,False,False,False,True,False,False
959,Tata Nexon 1.5 Revotorq XZ,2017.0,925000.0,26766.0,1,0,True,False,False,False,False,False
960,Hyundai EON Magna Plus,2015.0,250000.0,30000.0,1,0,False,False,False,True,True,False
961,Tata Sumo Gold EX,2016.0,509999.0,42000.0,1,0,True,False,False,False,True,False
962,Honda City i DTEC VX,2014.0,520000.0,110000.0,1,0,True,False,False,False,True,False
963,Tata Indica DLE,2005.0,100000.0,100000.0,1,0,True,False,False,False,True,False
964,Tata Indica DLS,2006.0,85000.0,300000.0,1,2,True,False,False,False,True,False
965,Tata Indigo LX,2009.0,130000.0,110000.0,1,4,True,False,False,False,True,False
966,Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,27620.0,1,0,True,False,False,False,False,False
967,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,450000.0,70000.0,1,0,False,False,False,True,True,False
968,Honda City S,2012.0,320000.0,50000.0,1,2,False,False,False,True,True,False
969,Maruti Swift Dzire VDI,2015.0,480000.0,50000.0,1,0,True,False,False,False,True,False
970,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014.0,2490000.0,46000.0,0,0,True,False,False,False,True,False
971,Toyota Innova 2.5 VX 8 STR,2013.092020295203,790000.0,82000.0,1,0,True,False,False,False,True,False
972,Maruti Omni MPI STD BSIV,2016.0,120000.0,120000.0,1,0,False,False,False,True,True,False
973,Maruti Alto LXi,2006.0,75000.0,80000.0,1,4,False,False,False,True,True,False
974,Tata Indica GLS BS IV,2010.0,99000.0,70000.0,1,0,False,False,False,True,True,False
975,Maruti S-Cross Zeta DDiS 200 SH,2018.0,1015000.0,20000.0,1,0,True,False,False,False,True,False
976,Mahindra Xylo D4 BSIV,2013.0,250000.0,200000.0,1,2,True,False,False,False,True,False
977,Toyota Innova Crysta 2.5 VX BS IV,2011.0,520000.0,120000.0,1,0,True,False,False,False,True,False
978,Hyundai Verna CRDi 1.6 AT SX Option,2018.0,1100000.0,30000.0,0,0,True,False,False,False,True,False
979,Toyota Innova 2.5 V Diesel 7-seater,2005.0,200000.0,223000.0,1,0,True,False,False,False,True,False
980,Maruti Swift Dzire VDI,2016.0,525000.0,60000.0,1,0,True,False,False,False,True,False
981,Hyundai i20 Asta 1.2,2016.0,500000.0,40000.0,1,0,False,False,False,True,True,False
982,Mahindra Scorpio S2 7 Seater,2016.0,675000.0,161327.0,1,0,True,False,False,False,True,False
983,Hyundai i10 Magna 1.2 iTech SE,2009.0,150000.0,60000.0,1,4,False,False,False,True,True,False
984,Mahindra Bolero DI,2007.0,250000.0,50000.0,1,0,True,False,False,False,True,False
985,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,450000.0,6000.0,1,0,False,False,False,True,True,False
986,Hyundai Santro Xing XS,2009.0,150000.0,68000.0,1,2,False,False,False,True,True,False
987,Chevrolet Beat Diesel LS,2012.0,200000.0,85000.0,1,0,True,False,False,False,True,False
988,Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,525000.0,70000.0,0,0,True,False,False,False,True,False
989,Maruti Esteem VX,1999.0,60000.0,35000.0,1,2,False,False,False,True,True,False
990,Maruti Swift Vdi BSIII,2010.0,180000.0,100000.0,1,2,True,False,False,False,True,False
991,Honda Amaze S i-Dtech,2015.0,475000.0,110000.0,1,0,True,False,False,False,True,False
992,Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,380000.0,195000.0,0,2,True,False,False,False,True,False
993,Maruti Alto 800 LXI,2015.0,285000.0,46000.0,1,2,False,False,False,True,True,False
994,Maruti Alto LXi BSIII,2008.0,91200.0,60000.0,1,2,False,False,False,True,True,False
995,Hyundai Grand i10 CRDi Sportz,2015.0,400000.0,42000.0,1,0,True,False,False,False,True,False
996,Hyundai Santro Xing XG AT,2006.0,160000.0,90000.0,0,2,False,False,False,True,True,False
997,Skoda Yeti Ambition 4X2,2012.0,650000.0,85000.0,1,2,True,False,False,False,True,False
998,Hyundai Verna 1.6 SX,2012.0,409999.0,120000.0,1,4,True,False,False,False,True,False
999,Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000.0,72000.0,1,0,True,False,False,False,True,False
1000,Maruti Wagon R LXI CNG,2013.0,250000.0,71000.0,1,2,False,False,False,False,True,False
1001,Maruti Swift Dzire VXi,2009.0,200000.0,110000.0,1,1,False,False,False,True,True,False
1002,Volkswagen Polo Diesel Trendline 1.2L,2010.0,130000.0,144000.0,1,1,True,False,False,False,True,False
1003,Maruti Eeco 5 Seater AC BSIV,2017.0,260000.0,30000.0,1,0,False,False,False,True,False,False
1004,Hyundai Verna SX,2007.0,155000.0,65000.0,1,0,False,False,False,True,False,False
1005,Honda Jazz 1.5 VX i DTEC,2015.0,450000.0,38000.0,1,0,True,False,False,False,True,False
1006,Maruti SX4 Celebration Petrol,2012.0,220000.0,90000.0,1,2,False,False,False,True,True,False
1007,Hyundai i20 Active S Diesel,2018.0,650000.0,37000.0,1,0,True,False,False,False,False,False
1008,Maruti Alto 800 LXI,2018.0,285000.0,30000.0,1,0,False,False,False,True,False,False
1009,Honda Amaze V CVT Petrol BSIV,2018.0,725000.0,26000.0,0,0,False,False,False,True,False,False
1010,Maruti Ciaz ZXi,2016.0,625000.0,30000.0,1,0,False,False,False,True,False,False
1011,Hyundai i20 Active SX Petrol,2016.0,550000.0,23000.0,1,0,False,False,False,True,False,False
1012,Hyundai i10 Magna,2012.0,240000.0,40000.0,1,0,False,False,False,True,False,False
1013,Nissan Terrano XL 85 PS,2014.0,600000.0,27000.0,1,0,True,False,False,False,False,False
1014,Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000.0,65000.0,1,0,True,False,False,False,False,False
1015,Hyundai EON Magna Plus,2015.0,245000.0,32000.0,1,0,False,False,False,True,False,False
1016,Mahindra Bolero B6,2016.0,600000.0,56000.0,1,0,True,False,False,False,False,False
1017,BMW X1 sDrive 20d xLine,2017.0,2400000.0,30000.0,0,0,True,False,False,False,True,False
1018,Mahindra Scorpio SLE BS IV,2014.0,620000.0,80000.0,1,0,True,False,False,False,False,False
1019,Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000.0,52000.0,1,2,False,False,False,True,False,False
1020,Maruti Ertiga ZXI,2014.0,635000.0,13250.0,1,0,False,False,False,True,False,False
1021,Maruti Alto LX,2011.0,180000.0,36000.0,1,0,False,False,False,True,False,False
1022,Maruti Swift ZDI Plus,2015.0,484999.0,73000.0,1,2,True,False,False,False,False,False
1023,Maruti Alto LX,2004.0,110000.0,60000.0,1,0,False,False,False,True,True,False
1024,Maruti Wagon R VXI BSIII,2006.0,150000.0,60000.0,1,2,False,False,False,True,True,False
1025,Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000.0,110000.0,1,0,True,False,False,False,True,False
1026,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000.0,70000.0,1,2,True,False,False,False,True,False
1027,Renault Duster 85PS Diesel RxL Plus,2013.0,302000.0,60000.0,1,2,True,False,False,False,True,False
1028,Maruti Swift Dzire Vdi BSIV,2011.0,215000.0,90000.0,1,1,True,False,False,False,True,False
1029,Maruti Wagon R VXI BSIII,2004.0,155000.0,80000.0,1,2,False,False,False,True,True,False
1030,Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000.0,101000.0,1,2,True,False,False,False,True,False
1031,Mahindra Bolero Power Plus SLX,2018.0,550000.0,44000.0,1,0,True,False,False,False,True,False
1032,Maruti Swift 1.3 VXi,2006.0,200000.0,45000.0,1,0,False,False,False,True,True,False
1033,Mahindra Scorpio S2 7 Seater,2017.0,750000.0,120000.0,1,0,True,False,False,False,True,False
1034,Maruti Zen LXI,2005.0,90000.0,90000.0,1,2,False,False,False,True,True,False
1035,Maruti Wagon R LXI Minor,2007.0,80000.0,120000.0,1,2,False,False,False,True,True,False
1036,Hyundai EON D Lite Plus,2013.0,229999.0,13500.0,1,0,False,False,False,True,True,False
1037,Renault KWID 1.0 RXT Optional,2017.0,350000.0,10000.0,1,0,False,False,False,True,True,False
1038,Hyundai Grand i10 Magna,2015.0,325000.0,25000.0,1,4,False,False,False,True,True,False
1039,Tata Tigor 1.2 Revotron XT,2018.0,450000.0,8500.0,1,0,False,False,False,True,True,False
1040,Maruti SX4 Celebration Diesel,2012.0,250000.0,120000.0,1,0,True,False,False,False,True,False
1041,Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000.0,120000.0,1,0,True,False,False,False,True,False
1042,Maruti Alto LXi,2009.0,150000.0,90246.0,1,4,False,False,False,True,True,False
1043,Maruti Alto LX BSIII,2008.0,110000.0,90000.0,1,2,False,False,False,True,True,False
1044,Maruti Alto LXi BSIII,2010.0,150000.0,40000.0,1,2,False,False,False,True,True,False
1045,Maruti Gypsy King Hard Top,2000.0,165000.0,60000.0,1,1,False,False,False,True,True,False
1046,Renault Duster 85PS Diesel RxL,2017.0,610000.0,32000.0,1,2,True,False,False,False,True,False
1047,Tata Manza Club Class Quadrajet90 VX,2013.0,170000.0,60400.0,1,0,True,False,False,False,True,False
1048,Hyundai Verna CRDi,2008.0,150000.0,70950.0,1,2,True,False,False,False,True,False
1049,Hyundai Xcent 1.1 CRDi Base,2015.0,375000.0,72000.0,1,0,True,False,False,False,True,False
1050,Maruti Swift VDI,2013.0,390000.0,90000.0,1,0,True,False,False,False,True,False
1051,Hyundai i20 Active 1.2 S,2017.0,600000.0,10000.0,1,0,False,False,False,True,True,False
1052,Maruti Alto 800 LXI,2014.0,204999.0,25000.0,1,2,False,False,False,True,True,False
1053,Hyundai Verna CRDi,2009.0,270000.0,80000.0,1,2,True,False,False,False,True,False
1054,Hyundai Grand i10 Sportz,2017.0,375000.0,10000.0,1,0,False,False,False,True,True,False
1055,Maruti Baleno Zeta,2020.0,700000.0,1100.0,1,0,False,False,False,True,True,False
1056,Maruti Swift VXI Deca,2017.0,455000.0,40000.0,1,0,False,False,False,True,True,False
1057,Hyundai i10 Sportz 1.1L,2017.0,375000.0,10000.0,1,0,False,False,False,True,True,False
1058,Hyundai Grand i10 Asta,2014.0,341000.0,31491.0,1,0,False,False,False,True,True,False
1059,Maruti Swift Dzire VDI,2014.0,200000.0,107143.0,1,2,True,False,False,False,True,False
1060,Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000.0,15000.0,0,0,False,False,False,True,True,False
1061,Hyundai Santro Xing GL Plus,2012.0,170000.0,50000.0,1,2,False,False,False,True,True,False
1062,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017.0,1900000.0,100000.0,1,0,True,False,False,False,True,False
1063,Mahindra Bolero Power Plus LX,2016.0,500000.0,60000.0,1,0,True,False,False,False,True,False
1064,Maruti Vitara Brezza ZDi Plus,2016.0,819999.0,85000.0,1,0,True,False,False,False,True,False
1065,Maruti Swift 1.2 DLX,2014.0,351000.0,40000.0,1,2,False,False,False,True,True,False
1066,Hyundai i10 Magna 1.2 iTech SE,2011.0,195000.0,80000.0,1,2,False,False,False,True,True,False
1067,Maruti Swift Dzire VDi,2008.0,250000.0,82000.0,1,2,True,False,False,False,True,False
1068,Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000.0,70000.0,1,2,False,False,False,True,True,False
1069,Maruti A-Star Vxi,2009.0,180000.0,70000.0,1,4,False,False,False,True,True,False
1070,Mahindra KUV 100 mFALCON D75 K6,2016.0,430000.0,20000.0,1,0,True,False,False,False,True,False
1071,Tata Nano Cx BSIV,2012.0,75000.0,35000.0,1,2,False,False,False,True,True,False
1072,Mahindra Xylo D4,2017.0,750000.0,80000.0,1,0,True,False,False,False,True,False
1073,Tata Nano Lx,2011.0,60000.0,40000.0,1,0,False,False,False,True,True,False
1074,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000.0,46412.0,1,0,True,False,False,False,True,False
1075,Mahindra Bolero SLX 2WD BSIII,2011.0,390000.0,150000.0,1,1,True,False,False,False,True,False
1076,Mahindra TUV 300 T4,2016.0,630000.0,50000.0,1,0,True,False,False,False,True,False
1077,Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,1,0,True,False,False,False,True,False
1078,Hyundai i10 Magna 1.2 iTech SE,2012.0,190000.0,60000.0,1,2,False,False,False,True,True,False
1079,Maruti Baleno Delta Automatic,2018.0,550000.0,25000.0,0,0,False,False,False,True,True,False
1080,Maruti Alto 800 LXI,2012.0,200000.0,90000.0,1,4,False,False,False,True,True,False
1081,Chevrolet Spark 1.0 LT,2011.0,165000.0,60000.0,1,0,False,False,False,True,True,False
1082,Ford Figo Diesel Celebration Edition,2013.0,260000.0,65000.0,1,0,True,False,False,False,True,False
1083,Maruti Alto LX,2011.0,151000.0,40000.0,1,0,False,False,False,True,True,False
1084,Maruti Vitara Brezza VDi,2018.0,780000.0,50000.0,1,0,True,False,False,False,True,False
1085,Tata Indica Vista Quadrajet LX,2012.0,175000.0,80000.0,1,4,True,False,False,False,True,False
1086,Tata Indica Vista TDI LS,2010.0,170000.0,107500.0,1,0,True,False,False,False,False,False
1087,Tata Indica Vista TDI LS,2013.0,210000.0,135000.0,1,2,True,False,False,False,False,False
1088,Maruti Alto LXi,2007.0,90000.0,43826.0,1,2,False,False,False,True,False,False
1089,Hyundai i20 Active S Petrol,2016.0,535000.0,55838.0,1,0,False,False,False,True,False,False
1090,Maruti Swift VDI BSIV,2007.0,195000.0,112880.0,1,0,True,False,False,False,False,False
1091,Tata Indica Vista Terra Quadrajet 1.3L,2011.0,140000.0,90000.0,1,4,True,False,False,False,True,False
1092,Nissan Sunny XL,2012.0,350000.0,40000.0,1,0,False,False,False,True,True,False
1093,Hyundai Verna 1.6 SX VTVT (O),2013.0,425000.0,66000.0,1,0,False,False,False,True,True,False
1094,Renault KWID 1.0 RXT Optional,2017.0,300000.0,30300.0,1,0,False,False,False,True,True,False
1095,Volkswagen Vento Diesel Style Limited Edition,2013.0,340000.0,85000.0,1,2,True,False,False,False,True,False
1096,Maruti Swift Dzire VXi,2009.0,250000.0,80659.0,1,0,False,False,False,True,False,False
1097,Chevrolet Aveo 1.4 LS,2008.0,170000.0,81324.0,1,0,False,False,False,True,False,False
1098,Honda Amaze S i-Dtech,2013.0,315000.0,127884.0,1,0,True,False,False,False,False,False
1099,Chevrolet Beat PS,2015.0,200000.0,50000.0,1,0,False,False,False,True,True,False
1100,Chevrolet Beat PS,2016.0,300000.0,25000.0,1,0,False,False,False,True,True,False
1101,Honda Amaze S i-Dtech,2015.0,300000.0,66755.0,1,0,True,False,False,False,False,False
1102,Honda City E,2013.0,380000.0,123084.0,1,0,False,False,False,True,False,False
1103,Maruti Swift VXI BSIII,2009.0,250000.0,806599.0,1,0,False,False,False,True,False,False
1104,Honda Amaze S i-Dtech,2013.0,310000.0,95851.0,1,0,True,False,False,False,False,False
1105,Maruti Wagon R VXI Minor ABS,2010.0,260000.0,50000.0,1,0,False,False,False,True,True,False
1106,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008.0,150000.0,50000.0,1,2,False,False,False,True,True,False
1107,Maruti Esteem Vxi - BSIII,2006.0,85000.0,60000.0,1,2,False,False,False,True,True,False
1108,Maruti Alto 800 LXI,2015.0,280000.0,15000.0,1,2,False,False,False,True,True,False
1109,Mahindra Xylo H4 ABS,2016.0,850000.0,40000.0,1,0,True,False,False,False,True,False
1110,Datsun GO Plus T Option BSIV,2017.0,375000.0,20000.0,1,2,False,False,False,True,True,False
1111,Hyundai Elantra CRDi (Leather Option),2006.0,125000.0,120000.0,1,4,True,False,False,False,True,False
1112,Chevrolet Beat Diesel LT,2012.0,250000.0,110000.0,1,0,True,False,False,False,True,False
1113,Toyota Corolla Altis D-4D J,2014.0,715000.0,234000.0,1,0,True,False,False,False,True,False
1114,Hyundai i20 1.4 CRDi Era,2011.0,220000.0,70000.0,1,0,True,False,False,False,True,False
1115,Tata Indica Vista Aqua 1.3 Quadrajet,2010.0,110000.0,110000.0,1,2,True,False,False,False,True,False
1116,Hyundai Verna XXi (Petrol),2007.0,150000.0,84000.0,1,2,False,False,False,True,True,False
1117,Nissan Sunny Diesel XV,2012.0,300000.0,170000.0,1,0,True,False,False,False,True,False
1118,Datsun RediGO T Option,2017.0,220000.0,40000.0,1,0,False,False,False,True,True,False
1119,Maruti Wagon R LX,2006.0,75000.0,96000.0,1,2,False,False,False,True,True,False
1120,Tata Indigo LS,2009.0,100000.0,20000.0,1,0,True,False,False,False,True,False
1121,Ford Figo Aspire 1.2 Ti-VCT Trend,2016.0,380000.0,15000.0,1,0,False,False,False,True,True,False
1122,Hyundai Santro Xing XK (Non-AC),2007.0,100000.0,50000.0,1,0,False,False,False,True,True,False
1123,Volkswagen Passat 1.8 TSI MT,2010.0,480000.0,80000.0,1,2,False,False,False,True,True,False
1124,Toyota Etios GD,2012.0,300000.0,124000.0,1,0,True,False,False,False,True,False
1125,Chevrolet Beat Diesel LS,2013.0,190000.0,70000.0,1,0,True,False,False,False,True,False
1126,Ford Figo Diesel LXI,2012.0,190000.0,130000.0,1,2,True,False,False,False,True,False
1127,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000.0,19014.0,1,0,False,False,False,True,False,False
1128,Toyota Corolla Executive (HE),2009.0,300000.0,23262.0,1,0,False,False,False,True,False,False
1129,Ford Freestyle Titanium Diesel BSIV,2016.0,700000.0,29600.0,1,0,True,False,False,False,False,False
1130,Hyundai i10 Sportz 1.1L,2015.0,310000.0,35925.0,1,0,False,False,False,True,False,False
1131,Maruti Ignis 1.2 Zeta BSIV,2018.0,500000.0,12000.0,1,0,False,False,False,True,True,False
1132,Toyota Etios V,2013.0,415000.0,40771.0,1,0,False,False,False,True,False,False
1133,Maruti Celerio VXI AT,2015.0,395000.0,30500.0,0,2,False,False,False,True,False,False
1134,Toyota Etios Liva 1.2 G,2014.0,430000.0,42000.0,1,2,False,False,False,True,False,False
1135,Toyota Corolla H6,2007.0,215000.0,55800.0,1,2,False,False,False,True,False,False
1136,Renault Duster RXL AWD,2014.0,550000.0,66569.0,1,0,True,False,False,False,False,False
1137,Volkswagen Polo 1.5 TDI Trendline,2014.0,415000.0,81358.0,1,0,True,False,False,False,False,False
1138,Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000.0,82695.0,1,0,True,False,False,False,False,False
1139,Ford Figo Diesel EXI,2014.0,285000.0,68293.0,1,2,True,False,False,False,False,False
1140,Honda Jazz VX CVT,2016.0,580000.0,32000.0,0,0,False,False,False,True,False,False
1141,Maruti Swift Dzire Tour LDI,2014.0,300000.0,190621.0,1,0,True,False,False,False,False,False
1142,Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000.0,60000.0,1,0,True,False,False,False,True,False
1143,Maruti 800 Std MPFi,2006.0,78000.0,64700.0,1,0,False,False,False,True,True,False
1144,Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000.0,88470.0,1,0,True,False,False,False,True,False
1145,Hyundai Verna 1.6 CRDI SX Option,2016.0,850000.0,75000.0,1,0,True,False,False,False,True,False
1146,Volkswagen Vento Diesel Highline,2013.0,450000.0,120000.0,1,2,True,False,False,False,True,False
1147,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012.0,2500000.0,35000.0,0,0,True,False,False,False,True,False
1148,Toyota Etios 1.4 VXD,2017.0,780000.0,70000.0,1,0,True,False,False,False,True,False
1149,Toyota Fortuner 2.8 2WD AT BSIV,2017.0,3200000.0,57000.0,0,0,True,False,False,False,True,False
1150,Maruti Alto 800 VXI,2020.0,350000.0,1000.0,1,0,False,False,False,True,True,False
1151,Mahindra Quanto C6,2013.0,285000.0,120000.0,1,2,True,False,False,False,True,False
1152,Volkswagen Vento 1.5 TDI Highline,2015.0,525000.0,98000.0,1,0,True,False,False,False,False,False
1153,Maruti Ciaz ZDi,2014.0,550000.0,90000.0,1,2,True,False,False,False,False,False
1154,Volkswagen Ameo 1.5 TDI Comfortline,2018.0,580000.0,70000.0,1,0,True,False,False,False,True,False
1155,Tata Nano CX SE,2013.0,75000.0,25000.0,1,4,False,False,False,True,True,False
1156,Tata Manza Aura Quadrajet,2009.0,185000.0,60000.0,1,4,True,False,False,False,True,False
1157,Maruti Omni E 8 Str STD,2007.0,110000.0,90000.0,1,1,False,False,False,True,True,False
1158,Honda City 1.5 EXI,2004.0,180000.0,200000.0,1,2,False,False,False,True,True,False
1159,Volkswagen Polo Diesel Comfortline 1.2L,2010.0,350000.0,110000.0,1,2,True,False,False,False,True,False
1160,Chevrolet Optra 1.6 LS,2005.0,60000.0,126000.0,1,2,False,False,False,True,True,False
1161,Mahindra TUV 300 T10,2018.0,695000.0,70000.0,1,0,True,False,False,False,True,False
1162,Mahindra Alturas G4 4X2 AT BSIV,2019.0,2700000.0,5000.0,0,0,True,False,False,False,True,False
1163,Maruti Zen Estilo LX BSIII,2007.0,135000.0,74183.0,1,2,False,False,False,True,True,False
1164,Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,640000.0,70000.0,1,2,True,False,False,False,True,False
1165,Maruti Alto 800 VXI,2014.0,160000.0,90000.0,1,0,False,False,False,True,True,False
1166,Tata Indica LXI,2004.0,80000.0,46000.0,1,2,False,False,False,True,True,False
1167,Maruti Swift Dzire VDI,2013.0,340000.0,110000.0,1,2,True,False,False,False,True,False
1168,Maruti Ritz VDi,2012.0,110000.0,80000.0,1,2,True,False,False,False,True,False
1169,Tata Sumo Gold EX,2013.0,250000.0,90000.0,1,2,True,False,False,False,True,False
1170,Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1300000.0,70000.0,1,0,True,False,False,False,True,False
1171,Mahindra Quanto C6,2014.0,250000.0,1.0,1,2,True,False,False,False,True,False
1172,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,450000.0,192000.0,1,0,True,False,False,False,True,False
1173,Maruti Wagon R LX Minor,2013.0,240000.0,70000.0,1,1,False,False,False,True,True,False
1174,Mahindra Bolero DI DX 7 Seater,2007.0,225000.0,120000.0,1,2,True,False,False,False,True,False
1175,Maruti Wagon R VXI Optional,2015.0,275000.0,60000.0,1,2,False,False,False,True,True,False
1176,Tata Sumo Victa CX 7/9 Str BSII,2012.0,320000.0,120000.0,1,2,True,False,False,False,True,False
1177,Maruti Alto LX BSIII,2008.0,75000.0,120000.0,1,0,False,False,False,True,True,False
1178,Tata Indica GLS BS IV,2007.0,85000.0,50000.0,1,2,False,False,False,True,True,False
1179,Tata Indica Vista Aqua TDI BSIII,2009.0,90000.0,120000.0,1,0,True,False,False,False,True,False
1180,Maruti Wagon R LXI Minor,2007.0,85000.0,80000.0,1,2,False,False,False,True,True,False
1181,Mahindra Scorpio M2DI,2008.0,350000.0,80000.0,1,2,True,False,False,False,True,False
1182,Skoda Superb Elegance 2.0 TDI CR AT,2009.0,355000.0,100000.0,0,2,True,False,False,False,True,False
1183,Maruti Swift VXI,2020.0,619000.0,1500.0,1,0,False,False,False,True,True,False
1184,Jeep Compass 2.0 Longitude Option BSIV,2018.0,1700000.0,50000.0,1,0,True,False,False,False,True,False
1185,Tata Indica DL,2006.0,55000.0,100000.0,1,2,True,False,False,False,True,False
1186,Ford Fiesta 1.6 ZXi Leather,2006.0,95000.0,83411.0,1,0,False,False,False,True,True,False
1187,Volkswagen Vento Diesel Highline,2011.0,300000.0,120000.0,1,2,True,False,False,False,True,False
1188,Ford Fiesta 1.6 ZXi Leather,2006.0,81000.0,83411.0,1,0,False,False,False,True,True,False
1189,Skoda Superb Elegance 2.0 TDI CR AT,2015.0,1000000.0,80000.0,0,2,True,False,False,False,True,False
1190,Maruti Ertiga VDI,2019.0,925000.0,50000.0,1,0,True,False,False,False,True,False
1191,Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,450000.0,40000.0,1,0,True,False,False,False,True,False
1192,Mahindra Scorpio EX,2014.0,600000.0,13270.0,1,0,True,False,False,False,True,False
1193,Hyundai Santro Xing XL AT eRLX Euro III,2006.0,85000.0,100000.0,0,4,False,False,False,True,True,False
1194,Mahindra Thar DI 4X4 PS,2016.0,700000.0,50000.0,1,0,True,False,False,False,True,False
1195,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017.0,486000.0,26500.0,1,0,False,False,False,True,True,False
1196,Maruti Swift VDI,2013.0,400000.0,90000.0,1,0,True,False,False,False,True,False
1197,Ford Fiesta 1.4 Duratec ZXI,2008.0,120000.0,100000.0,1,4,False,False,False,True,True,False
1198,Maruti Alto 800 LXI,2018.0,275000.0,35000.0,1,0,False,False,False,True,True,False
1199,Hyundai i20 Asta Option 1.4 CRDi,2016.0,580000.0,57000.0,1,0,True,False,False,False,True,False
